1	3	6	4598208.0	24954.91	-450.0	-6100.0	9283.71	38800.0	5037.769	0
1	4	6	0.02147	12607.49	-25500.0	-1587.14	37500.0	33580.14	6497.631	0
1	5	10	0.0202	28957.0	20551.1	-8321.0	7313.92	42600.0	5880.0	0
1	5	8	19.308	16561.9	-17979.9	-15690.0	1380.0	38744.3	6496.42	0
1	6	5	2.449	10649.4	11708.4	-10001.3	14823.8	15277.0	6676.456	0
1	6	10	0.191	13694.0	27400.0	-5101.0	35508.0	40840.0	6922.05	0
1	7	15	0.0141	31760.0	13369.4	-12728.9	9394.5	52200.0	6379.0	0
1	7	11	0.136	13113.0	-23100.0	-13809.0	5468.0	38580.0	7038.6	0
1	7	12	597.9	15856.0	9771.7	-22500.0	6140.0	42440.0	6948.5	0
1	7	9	0.07200000000000001	5683.9	21800.0	-12980.0	8713.0	32558.0	7373.8	0
1	8	13	26.88	8062.0	13162.0	-15530.0	8156.0	38930.0	7389.4	0
1	8	12	70.62	3796.2	22100.0	-10110.0	13322.1	35700.0	7568.57	0
1	8	7	0.08	2855.6	17970.0	-15395.0	11413.0	14847.3	7463.69	0
1	9	17	2.23	18670.0	-17770.0	-12323.0	11563.6	42800.0	7082.0	0
1	9	15	4.23	7540.0	10960.0	-10218.7	36402.0	38800.0	7464.0	0
1	9	8	37.24	1951.7	4820.0	-15520.0	5010.0	12727.68	7542.328	0
1	10	14	0.197	-5951.6	-23960.0	-16650.0	11390.0	29810.0	7993.325	0
1	10	17	0.015	7050.0	13370.0	-18300.0	1100.0	34860.0	7520.0	0
1	10	20	0.1092	23300.0	8440.0	-10912.0	15564.9	43400.0	7035.0	0
1	10	8	0.0132	5317.6	10818.0	-11230.0	9710.0	4523.3	7341.258	0
1	11	20	22.49	12246.0	-4444.5	-11350.0	4790.0	42500.0	7398.7	0
1	11	11	53989.2	-5181.39	7320.0	-17500.0	2400.0	19741.87	7915.662	0
1	11	16	0.0441	-5518.0	12290.0	-5115.1	34812.0	31430.0	7956.95	0
1	11	17	11.317	-988.0	18900.0	-15310.0	6577.0	34240.0	7799.3	0
1	12	10	1.3	-399.99	-11177.0	-21400.0	2100.0	7936.0	7662.765	0
1	12	16	0.317	-15019.9	-10627.2	-11735.1	15970.6	30079.0	8272.453	0
1	12	20	0.08940000000000001	-829.0	23400.0	-12079.0	14586.0	38700.0	7803.84	0
1	12	24	0.122	20400.0	-13088.7	-12620.0	6680.0	47000.0	7244.0	0
1	13	22	0.0417	-224.0	5515.677	-11857.47	17536.45	38600.0	7787.12	0
1	13	21	0.0107	-2997.6	13292.0	-12600.0	8652.0	36220.0	7860.35	0
1	13	25	7.183	16470.0	-12221.7	-17400.0	6990.0	44000.0	7370.0	0
1	13	10	393.59999999999997	6748.1	7595.4	-18000.0	5500.0	5645.0	7335.728	0
1	13	13	0.0319	-12210.14	6982.7	-9300.0	7869.0	18370.18	8149.765	0
1	13	17	2.2453	-15864.1	13460.0	-13602.0	8041.0	29454.0	8261.1	0
1	14	13	0.22	-12384.5	18400.0	-16400.0	5620.0	13769.67	8124.342	0
1	14	17	6.11	-22949.04	14170.0	-9156.03	36500.0	26914.6	8458.2916	0
1	14	23	0.78	-6570.0	16994.1	-11274.9	28303.96	36800.0	7953.0	0
1	14	22	0.0125	-12440.0	20640.0	-12536.0	15156.0	35340.0	8112.5	0
1	14	25	2.77	2320.0	-17200.0	-9165.93	32354.0	40500.0	7731.0	0
1	15	25	0.64	-8140.0	-5069.14	-9501.0	17196.59	39190.0	7981.4	0
1	15	22	0.0365	-19000.0	8568.8	-12326.9	8320.0	33350.0	8267.6	0
1	15	27	5.6	1090.0	-11725.0	-13690.0	8590.0	42300.0	7765.9	0
