1	3	2	1
1	4	3	0
1	4	7	0
1	5	3	0
1	5	9	0
1	6	8	0
1	6	12	0
1	7	14	0
1	7	10	0
1	7	5	0
1	8	15	0
1	8	14	0
1	8	5	0
1	9	18	0
1	9	11	0
1	9	12	0
1	9	9	0
1	10	15	0
1	10	18	0
1	10	9	0
1	11	9	0
1	11	22	0
1	11	14	1
1	11	15	1
1	11	19	0
1	12	15	0
1	12	19	0
1	12	22	0
1	12	23	0
1	13	23	0
1	13	26	0
1	13	11	0
1	13	15	0
1	13	13	0
1	13	18	0
1	14	10	0
1	14	18	0
1	14	24	0
1	14	27	0
1	14	26	1
1	15	24	0
1	15	29	0
1	15	26	0
1	15	30	0
1	15	12	0
1	15	17	0
1	16	30	0
1	16	13	0
1	16	26	0
1	16	23	0
1	16	27	0
1	17	28	0
1	17	25	0
1	17	21	0
1	17	31	0
1	17	17	0
1	17	16	0
1	18	30	0
1	18	14	0
1	18	17	0
1	18	25	0
1	18	28	0
1	18	24	0
1	19	29	0
1	19	25	0
1	19	33	0
1	19	32	0
1	19	16	0
1	20	36	0
1	20	33	0
1	20	30	0
1	20	17	0
1	20	29	0
1	20	21	0
1	21	27	0
1	21	23	0
1	21	21	0
1	21	38	0
1	21	35	0
1	21	33	0
1	21	30	0
1	22	39	0
1	22	36	0
1	22	33	0
1	22	30	0
1	22	19	0
1	22	23	0
1	22	20	0
1	23	40	0
1	23	21	0
1	23	23	0
1	23	26	0
1	23	30	0
1	23	33	0
1	23	36	0
1	24	39	0
1	24	33	0
1	24	36	0
1	24	42	0
1	24	19	0
1	24	22	0
1	24	25	0
1	25	43	0
1	25	41	0
1	25	21	0
1	25	26	0
1	25	28	0
1	25	32	0
1	25	37	0
1	25	39	0
1	26	34	0
1	26	35	0
1	26	39	0
1	26	44	0
1	26	40	0
1	26	23	0
1	26	24	0
1	26	26	0
1	27	47	0
1	27	46	0
1	27	43	0
1	27	41	0
1	27	25	0
1	27	29	0
1	27	28	0
1	27	34	0
1	27	39	0
1	27	31	0
1	28	38	0
1	28	31	0
1	28	46	0
1	28	41	0
1	28	42	0
1	28	26	0
1	28	25	0
1	29	28	0
1	29	39	0
1	29	31	0
1	29	32	0
1	29	47	0
1	29	41	0
1	29	45	0
1	29	51	0
1	30	27	0
1	30	53	0
1	30	51	0
1	30	41	0
1	30	43	0
1	30	45	0
1	30	31	0
1	30	32	0
1	31	54	0
1	31	55	0
1	31	51	0
1	31	45	0
1	31	47	0
1	31	48	0
1	31	34	0
1	31	36	0
1	31	29	0
1	32	43	0
1	32	47	0
1	32	35	0
1	32	30	0
1	32	36	0
1	32	56	0
1	32	52	0
1	32	51	0
1	33	55	0
1	33	54	0
1	33	46	0
1	33	45	0
1	33	48	0
1	33	35	0
1	33	34	0
1	33	39	0
1	34	50	0
1	34	57	0
1	34	52	0
1	34	45	0
1	34	49	0
1	34	34	0
1	34	31	0
1	35	52	0
1	35	59	0
1	35	56	0
1	35	53	0
1	35	49	0
1	35	47	0
1	35	37	0
1	35	35	0
1	36	61	0
1	36	52	0
1	36	58	0
1	36	55	0
1	36	40	0
1	36	43	0
1	36	37	0
1	37	55	0
1	37	58	0
1	37	51	0
1	37	54	0
1	37	45	0
1	37	41	0
1	37	37	0
1	37	60	0
1	37	62	0
1	38	61	0
1	38	64	0
1	38	57	0
1	38	51	0
1	38	54	0
1	38	47	0
1	38	42	0
1	38	37	0
1	39	61	0
1	39	63	0
1	39	65	0
1	39	66	0
1	39	57	0
1	39	51	0
1	39	56	0
1	39	46	0
1	39	48	0
1	39	43	0
1	39	45	0
1	39	39	0
1	40	68	0
1	40	61	0
1	40	64	0
1	40	58	0
1	40	59	0
1	40	46	0
1	40	49	0
1	40	42	0
1	40	39	0
1	41	67	0
1	41	61	0
1	41	65	0
1	41	63	0
1	41	58	0
1	41	51	0
1	41	55	0
1	41	48	0
1	41	47	0
1	41	45	0
1	41	43	0
1	42	70	0
1	42	73	0
1	42	64	0
1	42	67	0
1	42	62	0
1	42	59	0
1	42	47	0
1	42	42	0
1	42	41	0
1	43	54	0
1	43	57	0
1	43	51	0
1	43	47	0
1	43	48	0
1	43	44	0
1	43	46	0
1	43	71	0
1	43	73	0
1	43	69	0
1	43	66	0
1	43	61	0
1	43	64	0
1	44	71	0
1	44	74	0
1	44	76	0
1	44	67	0
1	44	69	0
1	44	62	0
1	44	59	0
1	44	53	0
1	44	45	0
1	44	46	0
1	45	70	0
1	45	79	0
1	45	74	0
1	45	60	0
1	45	61	0
1	45	67	0
1	45	64	0
1	45	66	0
1	45	51	0
1	45	53	0
1	45	54	0
1	45	46	0
1	45	47	0
1	46	72	0
1	46	73	0
1	46	75	0
1	46	61	0
1	46	68	0
1	46	66	0
1	46	51	0
1	46	53	0
1	46	46	0
1	47	83	0
1	47	80	0
1	47	72	0
1	47	71	0
1	47	76	0
1	47	64	0
1	47	68	0
1	47	52	0
1	47	51	0
1	47	56	0
1	47	55	0
1	47	47	0
1	48	65	0
1	48	69	0
1	48	53	0
1	48	52	0
1	48	57	0
1	48	48	0
1	48	84	0
1	48	83	0
1	48	81	0
1	48	73	0
1	48	71	0
1	48	70	0
1	48	77	0
1	49	85	0
1	49	82	0
1	49	81	0
1	49	77	0
1	49	75	0
1	49	74	0
1	49	73	0
1	49	71	0
1	49	79	0
1	49	78	0
1	49	62	0
1	49	60	0
1	49	68	0
1	49	54	0
1	49	59	0
1	49	57	0
1	50	53	0
1	50	54	0
1	50	59	0
1	50	61	0
1	50	73	0
1	50	75	0
1	50	76	0
1	50	78	0
1	50	82	0
1	50	84	0
1	50	85	0
1	51	56	0
1	51	59	0
1	51	63	0
1	51	65	0
1	51	67	0
1	51	69	0
1	51	73	0
1	51	78	0
1	51	79	0
1	51	80	0
1	51	82	0
1	51	87	0
1	52	54	0
1	52	61	0
1	52	65	0
1	52	64	0
1	52	67	0
1	52	75	0
1	52	83	0
1	52	82	0
1	52	85	0
1	53	59	0
1	53	60	0
1	53	67	0
1	53	65	0
1	53	70	0
1	53	77	0
1	53	79	0
1	53	84	0
1	53	83	0
1	53	89	0
1	53	91	0
1	54	73	0
1	54	86	0
1	54	83	0
1	54	87	0
1	54	91	0
1	54	64	0
1	54	61	0
1	54	66	0
1	55	61	0
1	55	65	0
1	55	64	0
1	55	62	0
1	55	67	0
1	55	72	0
1	55	76	0
1	55	79	0
1	55	81	0
1	55	86	0
1	55	89	0
1	55	94	0
1	55	91	0
1	56	94	0
1	56	91	0
1	56	61	0
1	56	68	0
1	56	64	0
1	56	70	0
1	56	73	0
1	56	83	0
1	56	85	0
1	56	88	0
1	57	68	0
1	57	66	0
1	57	71	0
1	57	73	0
1	57	70	0
1	57	76	0
1	57	83	0
1	57	80	0
1	57	88	0
1	57	93	0
1	57	96	0
1	57	92	0
1	58	69	0
1	58	67	0
1	58	73	0
1	58	75	0
1	58	76	0
1	58	83	0
1	58	81	0
1	58	89	0
1	58	96	0
1	58	91	0
1	58	93	0
1	59	87	0
1	59	80	0
1	59	90	0
1	59	97	0
1	59	94	0
1	59	67	0
1	59	68	0
1	59	76	0
1	59	70	0
1	59	71	0
1	59	77	0
1	60	101	0
1	60	73	0
1	60	70	0
1	60	77	0
1	60	84	0
1	60	89	0
1	60	95	0
1	60	92	0
1	60	98	0
1	60	68	0
1	61	67	0
1	61	74	0
1	61	73	0
1	61	70	0
1	61	78	0
1	61	86	0
1	61	82	0
1	61	89	0
1	61	97	0
1	61	94	0
1	61	92	0
1	61	90	0
1	61	100	0
1	62	69	0
1	62	79	0
1	62	72	0
1	62	75	0
1	62	80	0
1	62	84	0
1	62	102	0
1	62	103	0
1	62	93	0
1	62	96	0
