-3	-3	0.874601
-3	-2.9	0.861544
-3	-2.8	0.843411
-3	-2.7	0.818123
-3	-2.6	0.783143
-3	-2.5	0.735757
-3	-2.4	0.673775
-3	-2.3	0.597128
-3	-2.2	0.510459
-3	-2.1	0.424132
-3	-2	0.349775
-3	-1.9	0.293578
-3	-1.8	0.254898
-3	-1.7	0.22967
-3	-1.6	0.213566
-3	-1.5	0.203215
-3	-1.4	0.19629
-3	-1.3	0.191261
-3	-1.2	0.187144
-3	-1.1	0.183321
-3	-1	0.179423
-3	-0.9	0.175266
-3	-0.8	0.170813
-3	-0.7	0.166144
-3	-0.6	0.161422
-3	-0.5	0.156845
-3	-0.4	0.152598
-3	-0.3	0.148815
-3	-0.2	0.145567
-3	-0.1	0.142867
-3	1.52656e-15	0.140689
-3	0.1	0.138986
-3	0.2	0.137703
-3	0.3	0.136795
-3	0.4	0.136227
-3	0.5	0.135993
-3	0.6	0.136113
-3	0.7	0.136653
-3	0.8	0.137737
-3	0.9	0.139579
-3	1	0.142531
-3	1.1	0.147168
-3	1.2	0.154439
-3	1.3	0.16593
-3	1.4	0.1843
-3	1.5	0.213854
-3	1.6	0.260727
-3	1.7	0.330734
-3	1.8	0.422516
-3	1.9	0.521348
-3	2	0.607301
-3	2.1	0.670472
-3	2.2	0.712551
-3	2.3	0.739379
-3	2.4	0.756192
-3	2.5	0.766588
-3	2.6	0.772823
-3	2.7	0.776282
-3	2.8	0.777814
-3	2.9	0.777937
-2.9	-3	0.884677
-2.9	-2.9	0.874337
-2.9	-2.8	0.860005
-2.9	-2.7	0.839923
-2.9	-2.6	0.811836
-2.9	-2.5	0.773157
-2.9	-2.4	0.721403
-2.9	-2.3	0.655067
-2.9	-2.2	0.575339
-2.9	-2.1	0.488323
-2.9	-2	0.40479
-2.9	-1.9	0.334991
-2.9	-1.8	0.283214
-2.9	-1.7	0.247829
-2.9	-1.6	0.224705
-2.9	-1.5	0.209794
-2.9	-1.4	0.200013
-2.9	-1.3	0.193239
-2.9	-1.2	0.188077
-2.9	-1.1	0.183639
-2.9	-1	0.179385
-2.9	-0.9	0.175029
-2.9	-0.8	0.170473
-2.9	-0.7	0.165765
-2.9	-0.6	0.161045
-2.9	-0.5	0.156499
-2.9	-0.4	0.152299
-2.9	-0.3	0.148572
-2.9	-0.2	0.145382
-2.9	-0.1	0.142737
-2.9	1.52656e-15	0.140613
-2.9	0.1	0.138961
-2.9	0.2	0.137734
-2.9	0.3	0.136889
-2.9	0.4	0.136404
-2.9	0.5	0.136281
-2.9	0.6	0.136561
-2.9	0.7	0.137336
-2.9	0.8	0.138773
-2.9	0.9	0.141153
-2.9	1	0.144938
-2.9	1.1	0.150886
-2.9	1.2	0.16026
-2.9	1.3	0.175182
-2.9	1.4	0.199163
-2.9	1.5	0.237588
-2.9	1.6	0.296942
-2.9	1.7	0.380094
-2.9	1.8	0.478263
-2.9	1.9	0.571798
-2.9	2	0.645205
-2.9	2.1	0.695847
-2.9	2.2	0.728595
-2.9	2.3	0.749228
-2.9	2.4	0.762049
-2.9	2.5	0.769839
-2.9	2.6	0.774313
-2.9	2.7	0.77652
-2.9	2.8	0.777101
-2.9	2.9	0.776448
-2.8	-3	0.893316
-2.8	-2.9	0.885172
-2.8	-2.8	0.873957
-2.8	-2.7	0.858221
-2.8	-2.6	0.836009
-2.8	-2.5	0.804921
-2.8	-2.4	0.762406
-2.8	-2.3	0.706347
-2.8	-2.2	0.636074
-2.8	-2.1	0.554062
-2.8	-2	0.467578
-2.8	-1.9	0.387279
-2.8	-1.8	0.321857
-2.8	-1.7	0.273989
-2.8	-1.6	0.241375
-2.8	-1.5	0.219944
-2.8	-1.4	0.205927
-2.8	-1.3	0.196499
-2.8	-1.2	0.189716
-2.8	-1.1	0.184312
-2.8	-1	0.179499
-2.8	-0.9	0.174833
-2.8	-0.8	0.170121
-2.8	-0.7	0.165351
-2.8	-0.6	0.16063
-2.8	-0.5	0.15612
-2.8	-0.4	0.151978
-2.8	-0.3	0.148316
-2.8	-0.2	0.145191
-2.8	-0.1	0.14261
-2.8	1.52656e-15	0.140546
-2.8	0.1	0.138955
-2.8	0.2	0.137792
-2.8	0.3	0.137024
-2.8	0.4	0.136638
-2.8	0.5	0.136653
-2.8	0.6	0.137132
-2.8	0.7	0.138202
-2.8	0.8	0.140086
-2.8	0.9	0.143153
-2.8	1	0.148009
-2.8	1.1	0.155662
-2.8	1.2	0.1678
-2.8	1.3	0.187248
-2.8	1.4	0.218538
-2.8	1.5	0.267939
-2.8	1.6	0.340814
-2.8	1.7	0.434301
-2.8	1.8	0.532286
-2.8	1.9	0.615486
-2.8	2	0.675697
-2.8	2.1	0.715499
-2.8	2.2	0.74078
-2.8	2.3	0.756564
-2.8	2.4	0.766245
-2.8	2.5	0.771942
-2.8	2.6	0.774957
-2.8	2.7	0.776083
-2.8	2.8	0.775805
-2.8	2.9	0.77441
-2.7	-3	0.900748
-2.7	-2.9	0.894344
-2.7	-2.8	0.88563
-2.7	-2.7	0.873453
-2.7	-2.6	0.85618
-2.7	-2.5	0.831664
-2.7	-2.4	0.797405
-2.7	-2.3	0.750984
-2.7	-2.2	0.690788
-2.7	-2.1	0.617087
-2.7	-2	0.533576
-2.7	-1.9	0.448318
-2.7	-1.8	0.371443
-2.7	-1.7	0.31007
-2.7	-1.6	0.265578
-2.7	-1.5	0.235251
-2.7	-1.4	0.215146
-2.7	-1.3	0.201763
-2.7	-1.2	0.192505
-2.7	-1.1	0.185598
-2.7	-1	0.179903
-2.7	-0.9	0.174743
-2.7	-0.8	0.169778
-2.7	-0.7	0.164904
-2.7	-0.6	0.16017
-2.7	-0.5	0.1557
-2.7	-0.4	0.151624
-2.7	-0.3	0.148038
-2.7	-0.2	0.144991
-2.7	-0.1	0.142484
-2.7	1.52656e-15	0.140489
-2.7	0.1	0.138968
-2.7	0.2	0.137882
-2.7	0.3	0.137207
-2.7	0.4	0.136943
-2.7	0.5	0.137129
-2.7	0.6	0.137858
-2.7	0.7	0.139302
-2.7	0.8	0.141753
-2.7	0.9	0.145699
-2.7	1	0.151944
-2.7	1.1	0.161828
-2.7	1.2	0.177609
-2.7	1.3	0.203002
-2.7	1.4	0.243603
-2.7	1.5	0.30578
-2.7	1.6	0.391354
-2.7	1.7	0.489833
-2.7	1.8	0.581237
-2.7	1.9	0.651596
-2.7	2	0.699621
-2.7	2.1	0.730524
-2.7	2.2	0.749925
-2.7	2.3	0.761908
-2.7	2.4	0.769088
-2.7	2.5	0.773073
-2.7	2.6	0.774848
-2.7	2.7	0.775013
-2.7	2.8	0.773928
-2.7	2.9	0.771805
-2.6	-3	0.90719
-2.6	-2.9	0.902138
-2.6	-2.8	0.895383
-2.6	-2.7	0.886046
-2.6	-2.6	0.872819
-2.6	-2.5	0.853877
-2.6	-2.4	0.826897
-2.6	-2.3	0.789335
-2.6	-2.2	0.739014
-2.6	-2.1	0.674941
-2.6	-2	0.59837
-2.6	-1.9	0.514063
-2.6	-1.8	0.430509
-2.6	-1.7	0.357028
-2.6	-1.6	0.299278
-2.6	-1.5	0.257642
-2.6	-1.4	0.229163
-2.6	-1.3	0.21007
-2.6	-1.2	0.197111
-2.6	-1.1	0.187898
-2.6	-1	0.180821
-2.6	-0.9	0.174874
-2.6	-0.8	0.169496
-2.6	-0.7	0.16444
-2.6	-0.6	0.159663
-2.6	-0.5	0.155228
-2.6	-0.4	0.151226
-2.6	-0.3	0.147731
-2.6	-0.2	0.144775
-2.6	-0.1	0.142354
-2.6	1.52656e-15	0.140443
-2.6	0.1	0.139006
-2.6	0.2	0.138012
-2.6	0.3	0.13745
-2.6	0.4	0.137338
-2.6	0.5	0.137737
-2.6	0.6	0.13878
-2.6	0.7	0.140696
-2.6	0.8	0.143873
-2.6	0.9	0.148954
-2.6	1	0.157005
-2.6	1.1	0.169823
-2.6	1.2	0.190406
-2.6	1.3	0.223512
-2.6	1.4	0.275499
-2.6	1.5	0.351152
-2.6	1.6	0.446023
-2.6	1.7	0.542815
-2.6	1.8	0.623142
-2.6	1.9	0.680452
-2.6	2	0.718073
-2.6	2.1	0.741879
-2.6	2.2	0.756672
-2.6	2.3	0.765649
-2.6	2.4	0.770803
-2.6	2.5	0.773354
-2.6	2.6	0.774044
-2.6	2.7	0.773324
-2.6	2.8	0.771459
-2.6	2.9	0.768595
-2.5	-3	0.912823
-2.5	-2.9	0.908815
-2.5	-2.8	0.903565
-2.5	-2.7	0.896431
-2.5	-2.6	0.886416
-2.5	-2.5	0.872049
-2.5	-2.4	0.851311
-2.5	-2.3	0.821728
-2.5	-2.2	0.780783
-2.5	-2.1	0.72664
-2.5	-2	0.659014
-2.5	-1.9	0.580121
-2.5	-1.8	0.495584
-2.5	-1.7	0.413986
-2.5	-1.6	0.343695
-2.5	-1.5	0.289093
-2.5	-1.4	0.249824
-2.5	-1.3	0.22282
-2.5	-1.2	0.204491
-2.5	-1.1	0.191818
-2.5	-1	0.182611
-2.5	-0.9	0.175419
-2.5	-0.8	0.169366
-2.5	-0.7	0.163992
-2.5	-0.6	0.159113
-2.5	-0.5	0.154697
-2.5	-0.4	0.150775
-2.5	-0.3	0.147383
-2.5	-0.2	0.144534
-2.5	-0.1	0.142217
-2.5	1.52656e-15	0.140406
-2.5	0.1	0.13907
-2.5	0.2	0.138189
-2.5	0.3	0.137767
-2.5	0.4	0.137842
-2.5	0.5	0.13851
-2.5	0.6	0.13995
-2.5	0.7	0.142468
-2.5	0.8	0.146576
-2.5	0.9	0.153127
-2.5	1	0.163547
-2.5	1.1	0.180233
-2.5	1.2	0.207111
-2.5	1.3	0.249965
-2.5	1.4	0.314959
-2.5	1.5	0.402729
-2.5	1.6	0.501137
-2.5	1.7	0.590174
-2.5	1.8	0.657482
-2.5	1.9	0.702981
-2.5	2	0.73212
-2.5	2.1	0.75034
-2.5	2.2	0.761504
-2.5	2.3	0.768071
-2.5	2.4	0.771552
-2.5	2.5	0.772866
-2.5	2.6	0.772576
-2.5	2.7	0.771013
-2.5	2.8	0.768368
-2.5	2.9	0.764734
-2.4	-3	0.917771
-2.4	-2.9	0.914587
-2.4	-2.8	0.910488
-2.4	-2.7	0.905028
-2.4	-2.6	0.897485
-2.4	-2.5	0.886736
-2.4	-2.4	0.871141
-2.4	-2.3	0.848489
-2.4	-2.2	0.816193
-2.4	-2.1	0.771834
-2.4	-2	0.714008
-2.4	-1.9	0.643178
-2.4	-1.8	0.562446
-2.4	-1.7	0.478065
-2.4	-1.6	0.39846
-2.4	-1.5	0.331028
-2.4	-1.4	0.279094
-2.4	-1.3	0.241767
-2.4	-1.2	0.215948
-2.4	-1.1	0.198232
-2.4	-1	0.185814
-2.4	-0.9	0.176688
-2.4	-0.8	0.16955
-2.4	-0.7	0.163634
-2.4	-0.6	0.158544
-2.4	-0.5	0.154106
-2.4	-0.4	0.150259
-2.4	-0.3	0.146983
-2.4	-0.2	0.14426
-2.4	-0.1	0.142067
-2.4	1.52656e-15	0.140375
-2.4	0.1	0.139163
-2.4	0.2	0.138422
-2.4	0.3	0.138174
-2.4	0.4	0.138485
-2.4	0.5	0.139491
-2.4	0.6	0.141434
-2.4	0.7	0.144722
-2.4	0.8	0.150033
-2.4	0.9	0.158503
-2.4	1	0.172039
-2.4	1.1	0.193821
-2.4	1.2	0.228825
-2.4	1.3	0.283445
-2.4	1.4	0.361756
-2.4	1.5	0.457665
-2.4	1.6	0.552929
-2.4	1.7	0.630283
-2.4	1.8	0.684754
-2.4	1.9	0.720283
-2.4	2	0.742675
-2.4	2.1	0.756504
-2.4	2.2	0.764782
-2.4	2.3	0.76938
-2.4	2.4	0.77144
-2.4	2.5	0.771657
-2.4	2.6	0.770448
-2.4	2.7	0.768057
-2.4	2.8	0.764611
-2.4	2.9	0.76016
-2.3	-3	0.922096
-2.3	-2.9	0.919593
-2.3	-2.8	0.916396
-2.3	-2.7	0.912205
-2.3	-2.6	0.906523
-2.3	-2.5	0.898539
-2.3	-2.4	0.887002
-2.3	-2.3	0.870093
-2.3	-2.2	0.845426
-2.3	-2.1	0.810338
-2.3	-2	0.76258
-2.3	-1.9	0.701244
-2.3	-1.8	0.627536
-2.3	-1.7	0.545325
-2.3	-1.6	0.461282
-2.3	-1.5	0.383524
-2.3	-1.4	0.318552
-2.3	-1.3	0.268844
-2.3	-1.2	0.233133
-2.3	-1.1	0.208335
-2.3	-1	0.191214
-2.3	-0.9	0.179155
-2.3	-0.8	0.170312
-2.3	-0.7	0.163497
-2.3	-0.6	0.158011
-2.3	-0.5	0.153469
-2.3	-0.4	0.149674
-2.3	-0.3	0.146519
-2.3	-0.2	0.14394
-2.3	-0.1	0.141894
-2.3	1.52656e-15	0.14035
-2.3	0.1	0.13929
-2.3	0.2	0.138722
-2.3	0.3	0.138691
-2.3	0.4	0.139299
-2.3	0.5	0.140734
-2.3	0.6	0.14332
-2.3	0.7	0.147598
-2.3	0.8	0.154472
-2.3	0.9	0.165458
-2.3	1	0.183105
-2.3	1.1	0.211547
-2.3	1.2	0.256732
-2.3	1.3	0.324515
-2.3	1.4	0.41422
-2.3	1.5	0.512174
-2.3	1.6	0.598629
-2.3	1.7	0.662889
-2.3	1.8	0.705945
-2.3	1.9	0.733391
-2.3	2	0.750466
-2.3	2.1	0.760822
-2.3	2.2	0.766768
-2.3	2.3	0.769719
-2.3	2.4	0.770538
-2.3	2.5	0.769745
-2.3	2.6	0.767648
-2.3	2.7	0.764417
-2.3	2.8	0.760129
-2.3	2.9	0.754802
-2.2	-3	0.9258
-2.2	-2.9	0.923903
-2.2	-2.8	0.921448
-2.2	-2.7	0.918243
-2.2	-2.6	0.91396
-2.2	-2.5	0.908043
-2.2	-2.4	0.899588
-2.2	-2.3	0.887206
-2.2	-2.2	0.868906
-2.2	-2.1	0.842139
-2.2	-2	0.804209
-2.2	-1.9	0.753098
-2.2	-1.8	0.688423
-2.2	-1.7	0.612083
-2.2	-1.6	0.528585
-2.2	-1.5	0.444858
-2.2	-1.4	0.368666
-2.2	-1.3	0.305746
-2.2	-1.2	0.257927
-2.2	-1.1	0.223663
-2.2	-1	0.199889
-2.2	-0.9	0.183508
-2.2	-0.8	0.172056
-2.2	-0.7	0.163798
-2.2	-0.6	0.157616
-2.2	-0.5	0.152825
-2.2	-0.4	0.149025
-2.2	-0.3	0.145983
-2.2	-0.2	0.143564
-2.2	-0.1	0.141692
-2.2	1.52656e-15	0.140324
-2.2	0.1	0.139452
-2.2	0.2	0.139101
-2.2	0.3	0.139344
-2.2	0.4	0.140328
-2.2	0.5	0.142308
-2.2	0.6	0.145718
-2.2	0.7	0.151278
-2.2	0.8	0.160194
-2.2	0.9	0.174496
-2.2	1	0.197551
-2.2	1.1	0.234544
-2.2	1.2	0.291838
-2.2	1.3	0.372657
-2.2	1.4	0.469235
-2.2	1.5	0.562648
-2.2	1.6	0.636944
-2.2	1.7	0.688634
-2.2	1.8	0.722146
-2.2	1.9	0.743171
-2.2	2	0.756053
-2.2	2.1	0.763627
-2.2	2.2	0.767647
-2.2	2.3	0.769181
-2.2	2.4	0.768878
-2.2	2.5	0.767125
-2.2	2.6	0.764141
-2.2	2.7	0.760038
-2.2	2.8	0.754853
-2.2	2.9	0.748578
-2.1	-3	0.928853
-2.1	-2.9	0.927524
-2.1	-2.8	0.925721
-2.1	-2.7	0.923324
-2.1	-2.6	0.92012
-2.1	-2.5	0.915744
-2.1	-2.4	0.909576
-2.1	-2.3	0.900619
-2.1	-2.2	0.887342
-2.1	-2.1	0.86758
-2.1	-2	0.838644
-2.1	-1.9	0.797844
-2.1	-1.8	0.74343
-2.1	-1.7	0.675532
-2.1	-1.6	0.596673
-2.1	-1.5	0.511881
-2.1	-1.4	0.428264
-2.1	-1.3	0.353289
-2.1	-1.2	0.292101
-2.1	-1.1	0.246013
-2.1	-1	0.213242
-2.1	-0.9	0.190702
-2.1	-0.8	0.175374
-2.1	-0.7	0.164878
-2.1	-0.6	0.157538
-2.1	-0.5	0.152255
-2.1	-0.4	0.14834
-2.1	-0.3	0.145376
-2.1	-0.2	0.143123
-2.1	-0.1	0.141449
-2.1	1.52656e-15	0.140295
-2.1	0.1	0.139655
-2.1	0.2	0.139574
-2.1	0.3	0.140163
-2.1	0.4	0.141624
-2.1	0.5	0.144302
-2.1	0.6	0.148775
-2.1	0.7	0.156004
-2.1	0.8	0.167603
-2.1	0.9	0.18628
-2.1	1	0.216381
-2.1	1.1	0.26398
-2.1	1.2	0.334509
-2.1	1.3	0.425861
-2.1	1.4	0.52297
-2.1	1.5	0.606642
-2.1	1.6	0.667861
-2.1	1.7	0.708543
-2.1	1.8	0.734351
-2.1	1.9	0.750306
-2.1	2	0.759853
-2.1	2.1	0.765158
-2.1	2.2	0.767545
-2.1	2.3	0.767821
-2.1	2.4	0.76647
-2.1	2.5	0.763772
-2.1	2.6	0.759879
-2.1	2.7	0.754853
-2.1	2.8	0.748704
-2.1	2.9	0.741402
-2	-3	0.931214
-2	-2.9	0.930428
-2	-2.8	0.92923
-2	-2.7	0.927535
-2	-2.6	0.925208
-2	-2.5	0.922012
-2	-2.4	0.91754
-2	-2.3	0.911109
-2	-2.2	0.901618
-2	-2.1	0.887395
-2	-2	0.866108
-2	-1.9	0.834946
-2	-1.8	0.791251
-2	-1.7	0.733544
-2	-1.6	0.662434
-2	-1.5	0.580982
-2	-1.4	0.494676
-2	-1.3	0.410837
-2	-1.2	0.336774
-2	-1.1	0.277194
-2	-1	0.232956
-2	-0.9	0.201987
-2	-0.8	0.181091
-2	-0.7	0.167234
-2	-0.6	0.158057
-2	-0.5	0.151902
-2	-0.4	0.147682
-2	-0.3	0.14472
-2	-0.2	0.142617
-2	-0.1	0.141161
-2	1.52656e-15	0.140258
-2	0.1	0.139901
-2	0.2	0.140159
-2	0.3	0.141186
-2	0.4	0.143255
-2	0.5	0.146831
-2	0.6	0.152683
-2	0.7	0.162097
-2	0.8	0.177236
-2	0.9	0.201659
-2	1	0.240749
-2	1.1	0.30076
-2	1.2	0.383915
-2	1.3	0.480776
-2	1.4	0.572025
-2	1.5	0.643182
-2	1.6	0.692138
-2	1.7	0.72369
-2	1.8	0.743378
-2	1.9	0.755318
-2	2	0.762171
-2	2.1	0.765579
-2	2.2	0.766542
-2	2.3	0.765662
-2	2.4	0.763296
-2	2.5	0.759643
-2	2.6	0.754796
-2	2.7	0.748785
-2	2.8	0.741593
-2	2.9	0.733182
-1.9	-3	0.932849
-1.9	-2.9	0.932582
-1.9	-2.8	0.931954
-1.9	-2.7	0.930901
-1.9	-2.6	0.929329
-1.9	-2.5	0.927083
-1.9	-2.4	0.923901
-1.9	-2.3	0.91933
-1.9	-2.2	0.912618
-1.9	-2.1	0.902562
-1.9	-2	0.887345
-1.9	-1.9	0.864474
-1.9	-1.8	0.831026
-1.9	-1.7	0.784379
-1.9	-1.6	0.723304
-1.9	-1.5	0.648819
-1.9	-1.4	0.564473
-1.9	-1.3	0.476249
-1.9	-1.2	0.391837
-1.9	-1.1	0.318577
-1.9	-1	0.260823
-1.9	-0.9	0.218899
-1.9	-0.8	0.190293
-1.9	-0.7	0.171564
-1.9	-0.6	0.159587
-1.9	-0.5	0.151998
